Time,Open,High,Low,Close,Volume
202007240900,4935,4960,4930,4950,3509125
202007240901,4945,4950,4930,4935,1334136
202007240902,4930,4935,4925,4925,2224677
202007240903,4925,4940,4920,4925,2164869
202007240904,4925,4925,4910,4920,948501
202007240905,4920,4925,4910,4915,1155132
202007240906,4920,4930,4915,4925,1419245
202007240907,4925,4925,4915,4920,471275
202007240908,4920,4920,4910,4915,818874
202007240909,4915,4920,4910,4910,585201
202007240910,4915,4920,4910,4915,790209
202007240911,4915,4920,4910,4915,393779
202007240912,4915,4920,4910,4915,193360
202007240913,4915,4920,4910,4915,606064
202007240914,4915,4920,4910,4915,190275
202007240915,4915,4920,4905,4910,989521
202007240916,4910,4910,4900,4900,529415
202007240917,4900,4910,4895,4910,1765031
202007240918,4905,4910,4900,4910,297342
202007240919,4910,4910,4900,4900,394636
202007240920,4900,4910,4900,4905,126281
202007240921,4905,4910,4900,4905,286433
202007240922,4905,4910,4900,4905,259366
202007240923,4900,4905,4895,4900,748891
202007240924,4895,4905,4895,4905,322863
202007240925,4900,4905,4900,4900,107575
202007240926,4900,4905,4900,4900,266837
202007240927,4900,4900,4890,4895,972302
202007240928,4895,4900,4890,4895,228731
202007240929,4895,4895,4885,4885,805215
202007240930,4885,4890,4875,4885,1197616
202007240931,4885,4890,4880,4890,221566
202007240932,4885,4890,4885,4890,87553
202007240933,4890,4890,4880,4885,922605
202007240934,4885,4885,4880,4880,76609
202007240935,4885,4885,4880,4880,99812
202007240936,4885,4885,4880,4885,169625
202007240937,4885,4890,4880,4885,691356
202007240938,4885,4890,4885,4885,125459
202007240939,4890,4890,4880,4885,704171
202007240940,4885,4890,4880,4885,817454
202007240941,4885,4885,4880,4885,714339
202007240942,4885,4885,4880,4880,32856
202007240943,4880,4885,4880,4885,42768
202007240944,4880,4885,4880,4885,65785
202007240945,4885,4890,4880,4885,1260531
202007240946,4885,4885,4875,4880,573859
202007240947,4880,4880,4875,4875,480387
202007240948,4880,4880,4875,4875,292168
202007240949,4875,4885,4875,4880,442280
202007240950,4880,4880,4875,4875,719959
202007240951,4880,4880,4870,4880,326943
202007240952,4880,4880,4875,4880,73279
202007240953,4875,4880,4870,4875,422066
202007240954,4875,4880,4870,4870,165626
202007240955,4875,4875,4870,4875,107458
202007240956,4875,4875,4870,4870,165815
202007240957,4870,4875,4865,4870,617948
202007240958,4870,4870,4860,4865,922918
202007240959,4865,4865,4855,4860,567277
202007241000,4865,4870,4855,4865,608743
