Time,Open,High,Low,Close,Volume
20201119090007,3480,3480,3480,3480,1083038
20201119090007,3475,3475,3475,3475,97822
20201119090007,3475,3475,3475,3475,500
20201119090007,3470,3470,3470,3470,4
20201119090007,3470,3470,3470,3470,4
20201119090007,3475,3475,3475,3475,100
20201119090007,3475,3475,3475,3475,400
20201119090007,3475,3475,3475,3475,15
20201119090007,3475,3475,3475,3475,200
20201119090007,3475,3475,3475,3475,3
20201119090007,3475,3475,3475,3475,10
20201119090007,3470,3470,3470,3470,1
20201119090007,3475,3475,3475,3475,5
20201119090007,3470,3470,3470,3470,3751
20201119090007,3475,3475,3475,3475,5
20201119090007,3470,3470,3470,3470,650
20201119090007,3475,3475,3475,3475,397
20201119090007,3475,3475,3475,3475,5
20201119090007,3475,3475,3475,3475,143
20201119090007,3470,3470,3470,3470,212
20201119090007,3475,3475,3475,3475,5
20201119090007,3470,3470,3470,3470,473
20201119090007,3475,3475,3475,3475,5
20201119090007,3475,3475,3475,3475,30923
20201119090007,3480,3480,3480,3480,5
20201119090007,3475,3475,3475,3475,28977
20201119090007,3470,3470,3470,3470,93
20201119090007,3475,3475,3475,3475,100
20201119090007,3475,3475,3475,3475,5
20201119090007,3470,3470,3470,3470,1
20201119090007,3475,3475,3475,3475,1633
20201119090007,3475,3475,3475,3475,100
20201119090007,3475,3475,3475,3475,280
20201119090007,3470,3470,3470,3470,4
20201119090008,3475,3475,3475,3475,228965
20201119090008,3470,3470,3470,3470,1
20201119090008,3475,3475,3475,3475,20000
20201119090008,3475,3475,3475,3475,10000
20201119090008,3470,3470,3470,3470,4
20201119090008,3475,3475,3475,3475,1000
20201119090008,3470,3470,3470,3470,1
20201119090008,3475,3475,3475,3475,605
20201119090008,3475,3475,3475,3475,2
20201119090008,3475,3475,3475,3475,3000
20201119090008,3475,3475,3475,3475,56898
20201119090008,3475,3475,3475,3475,59900
20201119090010,3470,3470,3470,3470,4
20201119090010,3475,3475,3475,3475,1
20201119090010,3475,3475,3475,3475,7454
20201119090010,3480,3480,3480,3480,224
20201119090010,3475,3475,3475,3475,10
20201119090010,3480,3480,3480,3480,1000
20201119090010,3475,3475,3475,3475,5
20201119090010,3480,3480,3480,3480,5487
20201119090010,3475,3475,3475,3475,5
20201119090010,3475,3475,3475,3475,1
20201119090010,3480,3480,3480,3480,508
20201119090010,3475,3475,3475,3475,52583
20201119090010,3475,3475,3475,3475,800
20201119090010,3475,3475,3475,3475,4900
20201119090011,3480,3480,3480,3480,83
20201119090011,3475,3475,3475,3475,21
20201119090011,3475,3475,3475,3475,18427
20201119090011,3475,3475,3475,3475,21
20201119090011,3475,3475,3475,3475,21
20201119090011,3475,3475,3475,3475,300
20201119090011,3475,3475,3475,3475,283
20201119090011,3480,3480,3480,3480,31
20201119090012,3475,3475,3475,3475,1377
20201119090012,3475,3475,3475,3475,1021
20201119090012,3475,3475,3475,3475,11695
20201119090012,3475,3475,3475,3475,37013
20201119090012,3475,3475,3475,3475,11
20201119090012,3475,3475,3475,3475,35
20201119090013,3475,3475,3475,3475,1000
